priority,image,title,targetPrice,specName,itemId,specCount,invitationId,updateDate,modelId,originLink,link1688,category1,category2
P0,https://cf.shopee.com.br/file/br-11134207-7r98o-luks8828fqsl68,一套10个可水洗网状针织发网，适用于厨房、餐厅和烘焙店。,24,所以,14493311051,1,IVCN2025082963646,02-25,59096552668,http://shopee.com.br/product/481904940/14493311051,https://detail.1688.com/offer/713422183857.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,厨具,围裙和厨房手套
P0,https://cf.shopee.co.th/file/73053f69d45d04f98276f8d65fe3dd09,防水围裙、牛仔围裙、咖啡店围裙，适用于咖啡店、厨房工作、带围兜的围裙。,7.9,升级 - 卡其色 🤎,22441442080,1,IVCN2025082967322,02-25,59304999820,http://shopee.co.th/product/701794165/22441442080,https://detail.1688.com/offer/842414396564.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,厨具,围裙和厨房手套
P0,https://cf.shopee.com.my/file/80ce23afeac76e0964e8011b4766859a,男女通用 100% 涤纶挂脖咖啡厅围裙 前袋围裙 女士 Epron 厨师围裙 APR10 围裙,3.2,黑色 APR108,6055563587,1,IVCN202602250009,02-25,71248601521,http://shopee.com.my/product/19313999/6055563587,https://detail.1688.com/offer/670876223775.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,厨具,围裙和厨房手套
P0,https://cf.shopee.co.th/file/th-11134207-23010-g377klqvl6lva4,💟现货发售💟🖐🏻~每包200双~ 便携式塑料手套，独立小袋包装（每袋2只手套），食品级，加厚材质，安全。,6,蓝色和黄色的手，大约 195-200 包。,14508475017,1,IVCN2025082959094,02-25,88097121749,http://shopee.co.th/product/5474397/14508475017,https://detail.1688.com/offer/724552792746.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b0846ae17590437298164669e0fb4&token=udRpxlYf2yILtMb4dkq8wpD8V1iK1DoWPsLqXg%2B%2F%2BxDmWgAqv8E5ShR%2FNyqHlUvL,厨具,围裙和厨房手套
P0,,橡胶手套、PVC手套、烹饪手套。,5.49,M,17877383438,1,IVCN202510151183,02-25,97940595255,http://shopee.co.th/product/433851797/17877383438,https://detail.1688.com/offer/903977949360.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,厨具,围裙和厨房手套
P0,https://cf.shopee.co.th/file/28536e522481ed5e3a8ab186f7d6a229,SPK品牌高品质PVC橡胶手套。耐油耐化学腐蚀。橙色包装。,3.96,怀特，L,8114359357,1,IVCN202512260023,02-25,100680878779,http://shopee.co.th/product/166156641/8114359357,https://detail.1688.com/offer/622749353050.html?spm=a26352.b28411319.offerlist.37.27411e62Kcvx11,厨具,围裙和厨房手套
P0,https://cf.shopee.com.br/file/br-11134207-7r98o-lv1zfepmdehp3b,儿童围裙和帽子套装，适合 3 至 6 岁儿童，用于烹饪、工作坊、美食烹饪、返校、学校、艺术、儿童、制服、帽子。,7.8,白色的,18342182595,1,IVCN202602250011,02-25,136673164146,http://shopee.com.br/product/335245559/18342182595,https://detail.1688.com/offer/630809112249.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,厨具,围裙和厨房手套
P0,https://cf.shopee.com.my/file/my-11134207-7rasi-m3bjus9plhj597,100件装一次性塑料围裙 透明防水一次性围裙,7,100个/袋,24889031490,1,IVCN202602250013,02-25,138139441844,http://shopee.com.my/product/894360119/24889031490,https://detail.1688.com/offer/705413635290.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,厨具,围裙和厨房手套
P0,https://cf.shopee.com.my/file/sg-11134201-23020-w0j92z9oghnvd8,PU皮革围裙防水防油柔软水族用品加厚耐磨男女厨房特大号中长款鱼形围裙,6.8,L 卡其色,23423881965,1,IVCN2025082957832,02-25,165564736779,http://shopee.com.my/product/550152828/23423881965,https://detail.1688.com/offer/884877394841.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,厨具,围裙和厨房手套
P0,https://cf.shopee.com.my/file/my-11134207-7r98q-lo3t4mdhnbwm92,ENERGIE厨房围裙，可定制名称和Logo，防水厨房围裙,9.5,黑色，是 - 带印刷,23770729208,1,IVCN202602250015,02-25,166058874470,http://shopee.com.my/product/960242490/23770729208,https://detail.1688.com/offer/802251891407.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,厨具,围裙和厨房手套
P0,https://cf.shopee.com.br/file/br-11134207-7r98o-m5ndiuppfbua65,套装包含男女通用的牛津布围裙和网眼/针织帽，适用于厨房、餐厅和烧烤场所,7.6,2条围裙，2顶黑色帽子,20858222766,1,IVCN202602250017,02-25,169394983752,http://shopee.com.br/product/481904940/20858222766,https://detail.1688.com/offer/776579900656.html?spm=a26352.b28411319.offerlist.13.128c1e62vdkknC&cosite=-&tracelog=p4p&_p_isad=1&clickid=928c245b7296443d82ac1b9778c101cf&sessionid=20255fae4f29b2460ac3fb88d1423ea9,厨具,围裙和厨房手套
P0,https://cf.shopee.com.br/file/br-11134207-7r98o-lyxknxwtrcxte9,10 件装儿童围裙套装，适用于学校绘画，男女通用，防水，透明，水晶 PVC 材质，适合日托中心使用。,7.8,各种各样的,22792654052,1,IVCN202602250019,02-25,169710381325,http://shopee.com.br/product/810794124/22792654052,https://detail.1688.com/offer/550302989249.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b51056217658734853737683e0e4e&token=BOZL7Dt3rtK2hzN6WqVJxgnE8Y5mCvHsEs7H4c4RMlKl9MDwxnD5E%2FOXnGxU38SY,厨具,围裙和厨房手套
P0,https://cf.shopee.co.th/file/ed8e56fc88a56d600efcb148048841b8,围裙/围兜上衣🔺10件以上批发价🔺如需额外刺绣，请通过聊天联系我们获取报价。,5.5,黑色的,6122643104,1,IVCN2025082958002,02-25,170171322965,http://shopee.co.th/product/214316006/6122643104,https://detail.1688.com/offer/616926388572.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,厨具,围裙和厨房手套
P0,https://cf.shopee.com.my/file/sg-11134201-7qvfu-lepk5am1wvm3bc,【马来西亚现货】-儿童手工围裙和帽子套装，纯色前口袋围裙+松紧带烹饪帽,4.5,红色，3-6岁；,19076847818,1,IVCN202602250021,02-25,184099252717,http://shopee.com.my/product/59904669/19076847818,https://detail.1688.com/offer/641001108045.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2146938717706037804214781e1007&token=lCTkgSOvR5P4HvRoMt0tiKBUlxXhi5ouRCFcOB0Lt85IFcjOn3lFiLAGvVNx1KBC,厨具,围裙和厨房手套
P0,https://cf.shopee.com.my/file/my-11134207-7rasl-m1yb9s0vhkoidf,现货 | 高级加厚斜纹布围裙，可调节肩带，条纹黑色围裙,11.9,窄条纹,5676251551,1,IVCN2025082963650,02-25,184221915291,http://shopee.com.my/product/365262171/5676251551,https://detail.1688.com/offer/886009969742.html?spm=a26352.b28411319.offerlist.6.75981e62ZJUsXO,厨具,围裙和厨房手套
P0,,/全新包装 SNR 一次性手套 500 只装,7.5,/全新包装 SNR 一次性手套 500 只装,11532290522,1,IVCN202510153661,02-25,184855571144,http://shopee.ph/product/38371977/11532290522,https://detail.1688.com/offer/860632869880.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,厨具,围裙和厨房手套
P0,https://cf.shopee.co.th/file/th-11134207-7rasb-m7hxl89giwq806,天然色PVC手套，适用于食品加工和一般用途（一盒100只）。,6.51,100只手套，S码,28080039035,2,IVCN202602250023,02-25,188325653849,http://shopee.co.th/product/1033239111/28080039035,https://detail.1688.com/offer/981953648743.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i13&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,厨具,围裙和厨房手套
P0,https://cf.shopee.co.th/file/th-11134207-7rasm-m7hxla91m5bzcc,天然色PVC手套，适用于食品加工和一般用途（一盒100只）。,6.51,100只手套，M码,28080039035,2,IVCN202602250023,02-25,188325653850,http://shopee.co.th/product/1033239111/28080039035,https://detail.1688.com/offer/981953648743.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i13&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,厨具,围裙和厨房手套
P0,https://cf.shopee.co.th/file/sg-11134201-7rfhn-m9gt0q273u7d5b,Joymart Tools，半身围裙式，防水半身围裙，理发师半身围裙，咖啡店半身围裙，牛仔布绘画围裙，餐厅围裙套装。,16,军绿色,29186269547,1,IVCN202602250025,02-25,198509080302,http://shopee.co.th/product/889069303/29186269547,https://detail.1688.com/offer/902176812285.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bb405a417706056288492598e0e98&token=1GIFRbvhSqSCqd2n0PYxIT6GHqHQlW2XBB41aaj5%2BB4guGGTWuDEWTFKEgkQvMTc,厨具,围裙和厨房手套
P0,https://cf.shopee.co.th/file/sg-11134201-7rdwi-ly2p0i4vf75j46,橙色和黑色，加厚龙手橡胶手套（盒装）。,17.04,黑色-7.5,24633862592,2,IVCN2026010516030,02-25,205260540264,http://shopee.co.th/product/730094/24633862592,https://detail.1688.com/offer/941152283113.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=816467efa5e84d068b87ffba7bbed560&sessionid=e1867f2183e241129de20abab01822aa,厨具,围裙和厨房手套
P0,https://cf.shopee.co.th/file/sg-11134201-7rdwr-ly2p0iap6oi573,橙色和黑色，加厚龙手橡胶手套（盒装）。,17.04,黑8,24633862592,2,IVCN2026010516030,02-25,205260540265,http://shopee.co.th/product/730094/24633862592,https://detail.1688.com/offer/941152283113.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=816467efa5e84d068b87ffba7bbed560&sessionid=e1867f2183e241129de20abab01822aa,厨具,围裙和厨房手套
P0,https://cf.shopee.com.br/file/sg-11134201-824jg-mfnoqmckp4p986,廉价厨房围裙 - 纽扣可调节，带大口袋,18,黑色 + 棕色,19398277948,1,IVCN202602250027,02-25,209180471095,http://shopee.com.br/product/1464118806/19398277948,https://detail.1688.com/offer/765617156556.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=caf6ae2874b4463d9575a638d6d015ea&sessionid=5b72c3d09d70e72fb496f06355366745,厨具,围裙和厨房手套
P0,https://cf.shopee.com.br/file/br-11134207-81ztc-mjptvbrzva4m8c,儿童服装，包括个性化围裙和象征性帽子——每月里程碑庆祝活动,6.73,请在聊天中留下你的名字，6-7个月后,23732489049,1,IVCN202602250029,02-25,219172320738,http://shopee.com.br/product/219820048/23732489049,https://detail.1688.com/offer/698015315906.html?spm=a26352.13672862.offerlist.14.11023d9cOuKgK1&offerId=698015315906&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=4943975333324&trace_log=normal&uuid=7d9e1117b813423995110a22bafbe04c&forcePC=1765876229256,厨具,围裙和厨房手套
P0,https://cf.shopee.co.th/file/th-11134207-7r98o-lv8hip00utjxe2,新款虎牌长款橙色手套（3双/盒，每打6双），14英寸长，适用于家务、园艺、浴室清洁等。价格实惠，用途广泛。,2.59,橙色，12双，L,24280219319,1,IVCN2025082948770,02-25,232785749601,http://shopee.co.th/product/1157501629/24280219319,https://detail.1688.com/offer/656963618754.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,厨具,围裙和厨房手套
P0,,【KAIDO】全新割草机围裙，加厚防水，适合割草作业 | 品质优良,4.09,【KAIDO】全新割草机围裙，加厚防水，适合割草作业 | 品质优良,26370449952,1,IVCN2025082970616,02-25,237141133513,http://shopee.com.my/product/80129364/26370449952,https://detail.1688.com/offer/952014364577.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,厨具,围裙和厨房手套
P1,,包含 5 件实验服、围裙和 5 顶厨房帽的套装，适用于餐厅/小吃店制服。,34.5,白色的,22993740573,1,IVCN202602250031,02-25,238781152058,http://shopee.com.br/product/474571908/22993740573,"https://detail.1688.com/offer/713422183857.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982
https://detail.1688.com/offer/795387377194.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982",厨具,围裙和厨房手套
P1,https://cf.shopee.com.br/file/br-11134207-7r98o-m3z0m9j1a245c6,10件套围裙制服，带口袋，可调节，全身式，纯牛津布面料，服务员/厨房风格,45,所以,21699570205,4,IVCN2025082950986,02-25,239413990740,http://shopee.com.br/product/1182846538/21699570205,https://detail.1688.com/offer/714069076298.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=44412f8237c48c3864856e9f0cf1a8c5&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDCA9EEBE1B1B62E86E8AF2AB4BE1860E023B22ED959B38163BFDA3649FC120D8097EEF6D6099BA67CE089F770C23C101B7A0D1D6D525C94C6473B84F15825664127F4EE1E5CCFC8BF19AF5F4E1BC07C5595DA4F38E7891988AC52B1AC65786E98E31E81747ED05540D65B6BD589E1C9F2302084424C0D374EB9FACCDAC24CFC528DFB5840D5C32C095%26cbu_cps_trace_flag%3Dwrite,厨具,围裙和厨房手套
P1,https://cf.shopee.com.br/file/br-11134207-7r98o-m3z8uextd0s517,10件套围裙制服，带口袋，可调节，全身式，纯牛津布面料，服务员/厨房风格,5.5,红色的,21699570205,4,IVCN2025082950986,02-25,239413990741,http://shopee.com.br/product/1182846538/21699570205,https://detail.1688.com/offer/765437540976.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=0d1b1acae1e871732627f479813a4af1&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDCD435EEED673A902B4E997926BADC7148E06CF845AD3626BE2266106D0E5A8F097EEF6D6099BA67CE2BA95CC4F9A8AC07B61F00F42A3EC925A585B3004760067D4172523F36D16B91786CE065480ECAE025D89249C44C4A1A6AD6813C6C27C2D0A54A178B18BFD5FBE35C4E5F93508D36DEC8DFF91BAC062C,厨具,围裙和厨房手套
P1,https://cf.shopee.com.br/file/br-11134207-7r98o-m3z0m9j1cv9160,10件套围裙制服，带口袋，可调节，全身式，纯牛津布面料，服务员/厨房风格,5.5,蓝色的,21699570205,4,IVCN2025082950986,02-25,239413990742,http://shopee.com.br/product/1182846538/21699570205,https://detail.1688.com/offer/765437540976.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=0d1b1acae1e871732627f479813a4af1&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDCD435EEED673A902B4E997926BADC7148E06CF845AD3626BE2266106D0E5A8F097EEF6D6099BA67CE2BA95CC4F9A8AC07B61F00F42A3EC925A585B3004760067D4172523F36D16B91786CE065480ECAE025D89249C44C4A1A6AD6813C6C27C2D0A54A178B18BFD5FBE35C4E5F93508D36DEC8DFF91BAC062C,厨具,围裙和厨房手套
P1,https://cf.shopee.com.br/file/br-11134207-7r98o-m3z8uextefcl4b,10件套围裙制服，带口袋，可调节，全身式，纯牛津布面料，服务员/厨房风格,5.5,白色的,21699570205,4,IVCN2025082950986,02-25,239413990743,http://shopee.com.br/product/1182846538/21699570205,https://detail.1688.com/offer/765437540976.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=0d1b1acae1e871732627f479813a4af1&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDCD435EEED673A902B4E997926BADC7148E06CF845AD3626BE2266106D0E5A8F097EEF6D6099BA67CE2BA95CC4F9A8AC07B61F00F42A3EC925A585B3004760067D4172523F36D16B91786CE065480ECAE025D89249C44C4A1A6AD6813C6C27C2D0A54A178B18BFD5FBE35C4E5F93508D36DEC8DFF91BAC062C,厨具,围裙和厨房手套
P1,https://cf.shopee.com.my/file/my-11134207-7r98y-lt3many5igvrda,ENERGIE 厨房围裙 定制姓名围裙 定制Logo围裙 咖啡厅围裙套装 姓名围裙 素色围裙 厨师围裙,8.8,是的，黑色,24650666263,1,IVCN202512260047,02-25,240017170166,http://shopee.com.my/product/960242490/24650666263,https://detail.1688.com/offer/683427245312.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,厨具,围裙和厨房手套
P1,https://cf.shopee.com.my/file/sg-11134201-7rfhm-m3bwqqqjk3h9db,200只一次性PE手套 塑料厨房洗手清洁手套 佩戴后丢弃 一次性手套,6,200个/袋，随机发货,26269562952,1,IVCN2025112115865,02-25,252172505398,http://shopee.com.my/product/1054350684/26269562952,https://detail.1688.com/offer/839040530859.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,厨具,围裙和厨房手套
P1,,MEGA GLOVE 透明白色乙烯基手套，女款尺码 M、L，男款尺码 L、XL,10.64,1公斤（210-230件），中号,25303948698,1,IVCN2025082967914,02-25,255105170401,http://shopee.vn/product/763298231/25303948698,https://detail.1688.com/offer/623664148767.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,厨具,围裙和厨房手套
P1,https://cf.shopee.co.th/file/cn-11134207-7r98o-lszq4au49cbx6c,🚚 快速发货 🚚 韩式和日式宽松防水棉质围裙，适用于餐厅、咖啡馆、家庭和厨房。,17.9,棕色，印有标志。,25219521852,1,IVCN202602250033,02-25,258090585958,http://shopee.co.th/product/1076688260/25219521852,https://detail.1688.com/offer/920152897584.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b52090217706050791681939e0e9d&token=NXuUVxNC4sDnB72Nm9Qd8JEGuB4OmXvgoITMpxtAJ6XmKR7wgk9kWSy%2FLBxbwKzs,厨具,围裙和厨房手套
